Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Class_Business,Class_Eco,Class_Eco Plus
0,1,22,1,864,5,1,1,1,5,4,4,5,4,2,1,1,1,5,0,0.0,1,False,True,False
0,1,42,0,936,3,1,4,2,4,4,3,4,2,2,2,1,2,4,0,2.0,0,False,True,False
0,0,42,1,1747,1,1,1,2,5,1,5,5,4,2,3,3,4,5,6,0.0,0,False,True,False
1,1,8,0,370,3,2,3,3,2,3,2,2,1,3,3,4,4,2,9,7.0,0,False,True,False
0,1,31,1,1521,1,1,1,1,4,4,4,4,3,2,3,4,1,4,2,0.0,1,True,False,False
1,1,16,1,946,1,1,1,1,5,5,5,5,5,5,5,5,4,5,20,0.0,1,True,False,False
0,0,52,1,872,2,2,2,2,3,2,3,3,2,5,1,2,1,3,41,25.0,0,False,True,False
0,1,54,1,3292,3,3,1,3,2,4,4,5,5,5,5,4,5,5,0,0.0,1,True,False,False
1,1,65,0,507,4,3,4,3,1,4,3,4,4,4,4,4,4,4,0,0.0,0,False,True,False
0,1,35,1,305,3,4,4,4,3,3,3,3,1,3,3,2,4,3,5,0.0,1,False,True,False
1,1,7,0,697,3,4,3,4,4,3,4,4,4,5,4,4,4,4,0,0.0,0,False,True,False
0,1,51,1,2866,1,1,1,1,4,4,5,4,4,4,4,3,4,4,0,0.0,1,True,False,False
1,0,24,1,516,4,5,5,3,4,5,4,4,1,4,1,2,2,4,0,0.0,1,False,True,False
1,1,59,0,689,2,5,2,1,3,4,4,2,2,2,4,3,2,3,9,9.0,0,False,True,False
0,1,35,1,1501,3,3,2,3,2,4,4,5,5,5,5,3,5,4,3,0.0,1,True,False,False
0,1,28,0,431,0,4,0,2,2,0,3,2,3,2,4,3,4,2,0,0.0,1,False,True,False
1,1,53,1,1602,1,5,5,5,1,4,3,2,2,2,1,4,2,4,0,0.0,0,True,False,False
0,1,59,1,386,4,4,4,4,3,5,5,4,4,4,4,5,4,4,82,88.0,1,True,False,False
1,0,52,1,967,3,3,3,2,2,3,1,2,5,2,3,3,4,2,108,103.0,0,False,True,False
0,1,56,1,1444,2,2,3,2,3,5,5,4,4,4,4,5,4,5,6,4.0,1,True,False,False
1,0,22,1,305,2,3,2,3,5,2,5,5,1,1,3,2,2,5,0,0.0,0,False,True,False
0,1,27,1,2475,4,3,3,3,4,4,4,4,1,4,3,4,3,4,0,0.0,0,False,True,False
0,1,49,1,214,5,5,5,5,2,5,5,5,5,5,4,4,5,4,0,0.0,1,True,False,False
0,0,24,1,936,4,4,4,4,3,4,3,3,2,5,4,3,3,3,4,4.0,0,False,True,False
1,1,30,1,2399,4,4,4,4,4,4,4,4,4,5,4,3,5,4,7,10.0,1,True,False,False
1,1,47,1,373,5,5,5,5,4,4,5,2,2,2,2,3,2,4,0,0.0,1,True,False,False
0,1,62,0,438,2,4,2,1,5,2,5,5,5,2,4,5,5,5,0,14.0,0,False,True,False
0,0,36,1,192,2,0,2,5,3,2,3,3,1,4,5,3,3,3,109,108.0,0,False,True,False
0,1,17,0,190,5,5,5,1,3,5,3,3,3,3,4,5,4,3,0,2.0,1,False,True,False
0,0,20,1,337,2,0,2,5,3,2,3,3,4,4,4,3,4,3,12,0.0,0,False,True,False
0,1,50,1,721,5,1,1,1,5,5,5,5,3,3,5,5,5,5,0,0.0,1,False,True,False
0,1,52,0,447,4,4,4,4,1,4,1,1,4,1,3,3,4,1,27,17.0,0,False,True,False
0,1,31,1,3130,3,5,5,5,3,3,3,3,1,1,3,3,3,3,0,5.0,0,True,False,False
0,1,56,1,472,3,5,2,5,2,3,3,3,3,3,3,4,3,4,33,25.0,0,True,False,False
0,1,26,1,872,1,1,1,1,4,4,4,4,2,1,5,5,5,4,101,110.0,1,True,False,False
0,1,54,0,1005,4,4,4,3,1,4,1,1,4,5,5,5,5,1,0,0.0,1,False,True,False
1,1,44,1,1813,1,5,5,5,1,2,3,1,1,1,1,2,1,3,3,16.0,0,True,False,False
0,1,61,0,2133,3,3,3,3,4,4,4,1,1,3,1,2,1,1,24,13.0,0,True,False,False
1,1,15,0,1185,3,3,3,3,2,3,2,2,4,1,2,3,2,2,0,0.0,0,False,True,False
1,0,27,1,2300,4,5,5,3,5,2,2,4,5,5,4,2,4,2,0,17.0,0,True,False,False
0,1,9,0,612,2,3,2,2,1,2,1,1,3,1,4,4,2,1,0,0.0,0,False,False,True
0,1,45,0,756,5,5,5,4,4,5,4,4,4,2,5,5,5,4,2,5.0,1,False,True,False
1,1,46,1,846,5,1,1,1,4,5,3,5,5,5,5,2,5,4,18,15.0,1,False,True,False
0,1,26,1,2253,5,2,5,5,5,5,5,5,4,3,4,5,4,5,0,0.0,1,True,False,False
0,1,29,0,600,1,4,0,2,3,0,3,3,2,4,5,5,2,3,7,32.0,0,False,True,False
1,1,25,1,646,5,5,5,5,5,5,5,5,5,4,4,5,1,5,0,0.0,1,True,False,False
1,0,23,1,1365,1,0,0,3,5,1,5,5,4,2,3,4,4,5,75,64.0,0,False,True,False
1,1,58,1,462,4,4,1,4,2,3,3,4,4,4,4,4,4,4,0,0.0,1,False,False,True
0,1,59,0,459,1,4,1,3,4,1,4,4,3,3,5,4,5,4,2,1.0,0,False,True,False
1,1,27,1,1884,4,4,4,4,5,5,5,5,3,3,5,5,5,5,18,6.0,1,True,False,False
0,0,27,1,2554,3,3,3,3,2,3,2,2,1,1,3,1,3,2,0,0.0,0,False,True,False
1,1,57,0,475,3,2,3,3,5,3,3,2,2,3,2,3,2,2,97,93.0,0,False,True,False
0,1,58,0,319,3,3,3,3,1,3,5,1,2,3,5,1,4,1,0,0.0,0,False,True,False
1,1,57,1,3474,0,1,1,2,2,2,5,5,5,5,5,1,5,4,0,0.0,1,True,False,False
0,0,17,1,402,2,0,2,3,4,2,4,4,4,3,5,5,5,4,0,0.0,0,False,True,False
1,0,25,1,169,1,5,1,4,1,1,5,1,5,1,2,5,4,1,59,54.0,0,False,True,False
0,1,51,1,581,2,2,2,2,5,5,5,4,4,4,4,5,4,3,14,92.0,1,True,False,False
1,1,50,1,460,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,0.0,1,True,False,False
1,0,39,1,853,5,5,5,4,2,5,2,2,4,5,4,3,5,2,9,0.0,1,True,False,False
0,1,44,1,985,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0.0,1,True,False,False
0,0,28,1,1501,1,0,0,3,3,0,3,3,4,2,5,4,5,3,0,4.0,0,True,False,False
1,0,42,1,1069,5,5,5,3,2,5,2,2,5,4,4,3,5,2,9,0.0,1,True,False,False
0,1,50,1,1767,4,4,4,4,4,4,4,4,4,4,4,4,4,3,24,48.0,1,True,False,False
0,1,44,1,1515,0,0,0,2,2,3,1,1,1,1,3,5,1,5,0,0.0,1,True,False,False
1,1,60,1,1520,2,2,3,3,3,4,4,2,2,2,2,1,2,3,46,29.0,0,True,False,False
0,1,42,0,1069,4,4,4,2,4,4,4,4,4,5,5,5,4,4,1,0.0,0,False,True,False
0,1,27,1,2923,3,4,3,3,2,2,2,2,1,1,2,1,3,2,0,0.0,1,True,False,False
0,1,26,0,1235,2,5,2,2,1,2,1,1,5,4,5,4,4,1,28,17.0,0,False,True,False
1,1,37,1,3277,3,5,3,3,3,4,4,3,3,3,3,4,3,2,1,0.0,0,True,False,False
0,0,61,1,321,1,1,1,5,5,1,1,5,3,4,4,5,4,5,0,0.0,0,True,False,False
0,1,60,0,1136,3,4,3,3,1,3,1,1,4,4,5,4,5,1,0,0.0,0,False,True,False
1,1,56,1,3171,4,4,4,4,3,5,4,4,4,5,4,5,4,4,1,7.0,1,True,False,False
1,1,41,1,689,4,4,4,4,2,4,5,5,5,5,5,4,5,4,4,13.0,1,True,False,False
1,1,55,0,432,1,4,1,1,1,4,5,1,1,1,5,3,1,5,0,0.0,0,True,False,False
0,0,22,1,1358,0,0,0,5,2,0,2,2,5,4,5,4,5,2,11,7.0,1,True,False,False
0,1,9,0,632,3,5,3,4,3,3,2,3,4,2,5,3,5,3,80,88.0,0,False,True,False
1,1,31,1,1739,2,2,2,2,5,5,5,5,5,4,5,4,4,5,0,6.0,1,True,False,False
1,1,47,1,342,4,2,2,2,5,1,4,4,4,4,4,4,4,3,0,0.0,1,False,True,False
0,0,27,1,854,2,2,2,3,5,2,5,5,4,3,5,4,5,5,5,0.0,0,True,False,False
0,1,58,1,2985,4,4,5,4,5,5,4,5,5,5,5,5,5,4,5,4.0,1,True,False,False
0,1,70,0,493,3,2,3,4,3,3,3,3,2,2,4,1,4,3,0,0.0,0,False,True,False
1,0,44,1,272,1,1,1,3,3,1,3,3,1,2,3,3,2,3,0,0.0,0,False,True,False
0,1,51,1,447,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0,1,True,False,False
1,1,46,1,2311,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,0.0,1,True,False,False
0,1,19,0,236,3,5,0,2,4,0,4,4,5,3,5,5,4,4,0,0.0,0,False,True,False
0,1,37,1,451,2,5,5,5,3,4,3,2,2,2,2,2,2,1,64,63.0,0,True,False,False
1,1,42,1,166,2,5,5,5,1,2,1,2,2,2,2,5,2,1,0,0.0,1,False,True,False
1,1,10,0,2586,3,4,3,3,3,4,4,5,5,1,3,4,3,4,6,15.0,0,False,True,False
1,1,23,0,214,3,3,3,2,3,3,3,3,3,3,4,4,5,3,10,0.0,0,False,True,False
1,1,43,1,2702,0,0,0,1,3,4,4,4,4,4,4,5,4,5,49,37.0,1,True,False,False
0,1,22,1,1744,2,2,5,2,4,5,4,4,5,5,4,4,4,4,3,0.0,1,True,False,False
1,1,51,0,270,3,0,3,2,2,3,4,1,1,3,1,4,1,4,13,12.0,0,False,True,False
1,1,17,0,680,3,4,3,4,4,3,4,4,5,2,4,5,4,4,0,0.0,0,False,True,False
1,1,52,0,1111,4,4,4,2,5,4,4,1,1,4,5,4,1,4,0,0.0,1,False,True,False
0,1,60,1,427,4,1,1,1,4,4,4,4,3,1,2,4,5,4,6,14.0,1,False,False,True
0,1,42,1,580,3,4,4,4,2,4,3,3,3,3,3,3,3,1,18,9.0,0,True,False,False
0,0,34,1,251,4,5,5,1,3,5,3,3,4,2,4,5,5,3,0,0.0,0,True,False,False
1,1,15,0,246,3,4,3,4,1,3,1,1,5,4,5,5,4,1,0,0.0,0,False,True,False
1,1,11,0,1050,3,4,3,2,3,3,3,3,5,2,4,5,4,3,0,0.0,0,False,False,True
1,1,24,1,654,3,5,5,5,3,3,1,3,1,1,4,2,3,3,20,16.0,0,False,False,True
1,0,23,1,255,4,5,4,1,1,4,1,1,3,3,4,4,5,1,0,0.0,0,False,True,False
1,1,67,0,867,2,5,2,3,4,4,5,2,2,2,4,3,2,4,0,0.0,0,False,True,False
1,1,49,1,2793,4,4,4,4,3,5,5,4,4,4,4,5,4,5,13,23.0,1,True,False,False
1,1,40,1,226,0,0,0,3,5,5,5,5,5,5,5,5,5,4,4,0.0,1,True,False,False
1,1,17,0,944,4,5,4,4,1,4,1,1,5,3,4,5,5,1,0,0.0,0,False,True,False
0,1,26,1,643,0,5,0,5,3,0,3,3,5,3,5,2,1,3,0,0.0,1,False,True,False
0,0,24,1,227,2,3,2,3,1,2,1,1,4,3,4,3,4,1,3,0.0,0,True,False,False
0,0,36,1,247,3,2,3,3,4,3,4,4,2,1,4,3,3,4,7,0.0,0,False,True,False
1,1,40,1,3340,5,5,5,5,3,4,5,1,1,2,1,4,1,4,0,0.0,1,True,False,False
1,1,41,0,401,3,4,3,4,2,3,2,2,2,2,4,5,5,2,31,10.0,0,False,True,False
1,0,35,1,113,1,1,1,4,3,1,3,3,2,4,4,1,3,3,0,0.0,0,True,False,False
0,1,44,1,1951,3,3,3,3,5,4,5,3,3,2,3,4,3,5,0,0.0,1,True,False,False
0,0,37,1,374,3,5,3,1,2,3,2,2,5,4,4,1,3,2,13,26.0,0,False,True,False
0,1,43,1,644,2,2,5,5,1,4,4,2,2,2,2,4,2,3,0,0.0,0,True,False,False
0,1,53,1,2518,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0,1,True,False,False
1,1,55,1,146,5,3,5,3,1,1,3,4,4,5,4,1,4,5,45,41.0,1,False,True,False
0,1,53,1,1464,3,3,3,3,4,5,5,3,3,4,3,5,3,5,0,3.0,1,True,False,False
1,1,21,0,220,3,0,3,1,3,3,5,3,3,4,3,4,5,3,0,0.0,0,False,True,False
1,1,34,0,516,4,4,4,3,3,4,3,3,5,3,2,4,4,3,14,10.0,0,False,True,False
0,1,22,1,3320,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,0.0,1,True,False,False
1,1,53,1,811,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,16.0,1,True,False,False
1,1,72,1,2198,0,1,1,4,2,5,4,4,4,4,4,3,4,4,0,0.0,1,True,False,False
0,1,53,1,2475,2,2,2,2,5,5,5,4,3,4,4,5,3,5,5,0.0,1,True,False,False
1,1,23,0,484,2,5,2,4,4,2,4,4,4,5,4,3,4,4,0,0.0,0,False,False,True
1,1,68,0,883,3,4,3,3,4,3,4,2,2,3,2,1,2,4,35,13.0,0,False,True,False
0,1,48,1,2419,5,5,5,5,2,5,4,5,5,5,5,4,5,4,0,0.0,1,True,False,False
0,1,60,1,3710,3,3,3,3,5,5,4,5,5,5,5,4,5,5,81,97.0,1,True,False,False
0,1,41,1,1759,3,3,2,3,2,4,4,5,5,5,5,5,5,5,0,0.0,1,True,False,False
1,0,35,1,985,3,2,2,5,3,2,3,3,5,3,4,3,4,3,0,0.0,0,True,False,False
1,0,44,1,255,3,1,3,4,4,3,4,4,2,2,3,1,4,4,5,11.0,0,False,True,False
1,1,54,1,1065,1,1,1,1,3,3,4,5,5,5,5,3,5,2,4,28.0,1,True,False,False
1,1,32,1,3326,2,2,5,2,5,5,5,5,5,2,4,5,4,5,0,0.0,1,True,False,False
0,1,28,0,580,3,4,3,3,2,3,2,2,4,4,3,3,3,2,0,2.0,0,False,True,False
0,1,37,1,436,4,1,1,1,4,4,4,4,5,1,4,1,5,4,0,12.0,1,False,True,False
1,1,49,1,2497,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0.0,1,True,False,False
1,1,63,0,302,3,5,2,1,5,4,5,4,4,2,5,3,4,5,41,32.0,0,False,True,False
0,1,55,1,1609,3,3,3,3,3,5,5,5,5,4,5,4,5,4,0,0.0,1,True,False,False
0,1,70,1,3152,5,4,5,5,3,5,5,3,3,3,3,4,3,4,0,0.0,1,True,False,False
1,1,42,0,764,1,3,1,2,2,1,1,4,4,1,4,5,4,5,0,0.0,0,False,True,False
1,0,26,1,451,1,5,1,1,1,1,1,1,4,4,1,5,3,1,0,0.0,0,False,True,False
0,1,44,0,391,2,3,2,3,1,2,1,1,4,2,3,1,3,1,18,12.0,0,False,True,False
1,1,57,1,73,5,1,4,1,3,3,4,5,5,5,5,3,5,3,0,0.0,1,False,True,False
0,1,19,0,2475,4,5,4,3,3,4,3,3,4,5,5,4,4,3,4,0.0,1,False,True,False
0,1,48,0,2554,2,5,2,3,2,2,2,2,2,3,5,1,2,2,0,4.0,0,False,True,False
0,1,39,1,2090,2,3,3,3,3,4,4,2,2,2,2,3,2,2,0,0.0,0,True,False,False
1,1,55,0,719,2,4,2,2,3,5,4,2,2,2,2,4,2,4,0,0.0,0,False,True,False
1,0,29,1,235,3,3,3,4,2,3,2,2,3,3,4,3,4,2,7,30.0,0,False,True,False
1,1,23,1,1716,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,0.0,0,True,False,False
0,0,20,1,325,2,4,2,1,2,2,2,2,4,3,4,5,5,2,5,0.0,0,False,True,False
1,1,47,1,2475,4,4,3,4,5,5,4,5,5,5,5,2,5,4,8,0.0,1,True,False,False
1,1,19,0,1927,3,4,3,5,2,3,2,2,3,3,4,4,5,2,8,0.0,0,False,True,False
1,0,27,1,479,2,2,2,4,3,2,3,3,3,5,3,4,3,3,11,6.0,0,False,False,True
0,1,72,1,533,2,2,2,2,2,2,2,2,3,3,4,1,4,2,17,0.0,0,False,True,False
1,0,37,1,462,3,0,3,3,4,3,4,4,4,5,5,2,2,4,4,10.0,0,False,True,False
0,1,41,0,507,2,5,2,2,2,2,2,2,5,4,5,3,5,2,34,29.0,0,False,True,False
0,1,58,1,3433,4,4,4,4,2,4,4,3,3,4,3,5,3,4,59,60.0,1,True,False,False
1,1,49,0,2607,3,4,3,4,3,3,4,2,2,3,2,3,2,3,0,0.0,0,False,False,True
1,1,57,1,354,0,0,0,3,3,5,5,4,4,3,3,3,4,3,0,0.0,1,True,False,False
1,1,49,0,737,3,2,3,3,4,3,4,2,2,3,2,4,2,2,0,2.0,0,False,True,False
1,1,51,1,781,3,3,2,3,5,4,5,5,5,5,5,4,5,3,17,8.0,1,True,False,False
1,1,68,0,933,2,5,2,2,2,4,4,5,5,2,5,5,5,5,2,1.0,0,False,True,False
1,1,14,0,226,1,4,1,3,3,1,3,3,4,5,4,4,5,3,0,0.0,0,True,False,False
0,1,50,1,2475,1,1,1,1,2,4,4,3,3,4,3,5,3,5,0,6.0,1,True,False,False
1,1,21,0,483,3,0,3,3,3,3,1,3,3,5,5,4,4,3,0,0.0,0,False,True,False
0,0,23,1,152,1,3,1,3,5,1,5,5,2,2,4,4,3,5,84,84.0,0,False,True,False
0,1,40,0,605,3,4,3,3,3,3,3,3,4,2,4,4,5,3,0,15.0,0,False,True,False
0,1,51,0,1558,3,5,3,2,3,4,4,5,5,5,5,4,3,4,67,143.0,0,False,False,True
1,1,15,1,1448,2,2,2,2,5,5,5,5,2,1,3,2,4,5,0,0.0,1,True,False,False
1,1,60,1,3931,2,4,2,2,3,4,5,5,5,5,5,3,5,3,11,20.0,1,True,False,False
0,1,53,0,1084,2,4,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,0,False,True,False
0,1,62,0,2475,4,4,4,5,2,4,2,2,5,3,5,1,1,2,39,37.0,0,False,False,True
0,1,38,1,414,4,3,3,3,4,4,4,4,2,3,5,1,3,4,0,0.0,1,False,True,False
1,1,51,1,874,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0,0.0,1,True,False,False
0,1,23,1,3035,1,1,1,1,5,5,5,5,2,1,3,3,5,5,0,0.0,1,True,False,False
0,1,35,1,3642,3,3,3,3,3,5,4,4,4,4,4,3,4,5,73,71.0,1,True,False,False
0,1,50,1,341,4,1,1,1,4,4,4,4,4,1,4,2,4,4,31,27.0,0,False,True,False
0,1,47,1,1846,3,3,3,3,5,5,5,5,5,5,5,4,5,3,64,70.0,1,True,False,False
0,1,53,1,471,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,0.0,1,True,False,False
0,1,35,0,692,3,5,3,1,1,3,1,1,4,4,5,4,4,1,0,0.0,0,False,True,False
0,1,77,1,426,3,3,3,3,1,2,1,3,3,3,3,1,3,4,34,55.0,0,True,False,False
1,1,35,1,293,2,4,4,4,2,2,2,2,1,5,4,2,4,2,109,115.0,0,False,True,False
0,1,23,0,901,3,5,3,2,2,3,2,2,5,4,2,4,4,2,29,7.0,0,False,True,False
1,1,16,1,1728,5,5,5,5,5,5,5,5,2,2,3,1,4,5,0,0.0,1,True,False,False
1,0,23,1,247,5,5,5,1,2,5,2,2,3,2,4,4,4,2,0,0.0,1,True,False,False
1,0,30,1,874,4,4,4,3,3,4,3,3,5,3,4,4,4,3,0,0.0,1,True,False,False
1,1,45,1,2327,2,2,2,2,2,4,5,4,4,4,4,5,4,5,8,9.0,1,True,False,False
1,1,26,0,109,1,2,1,3,5,1,5,5,1,3,4,2,4,5,0,0.0,0,True,False,False
1,0,28,1,1289,2,2,2,3,2,2,2,2,4,4,4,2,4,2,0,0.0,0,False,True,False
1,1,24,1,2305,5,5,5,5,5,5,5,5,1,3,5,5,3,5,1,3.0,1,True,False,False
0,1,9,1,3740,4,3,5,3,4,4,4,4,1,1,4,4,3,4,112,97.0,0,True,False,False
0,1,9,0,581,1,5,1,4,3,1,3,3,4,2,5,4,4,3,26,27.0,0,False,True,False
0,0,46,1,1321,2,2,2,3,3,2,3,3,5,2,5,4,4,3,23,8.0,1,True,False,False
1,1,40,0,192,3,5,3,1,3,3,3,3,4,3,5,4,5,3,0,0.0,0,False,True,False
1,0,39,1,964,2,2,2,1,3,2,3,3,3,3,4,3,4,3,21,0.0,1,True,False,False
1,1,41,0,2504,3,1,3,4,4,3,4,4,3,2,3,4,3,4,0,0.0,0,False,True,False
1,1,31,0,874,1,0,1,3,4,1,4,4,5,5,3,4,4,4,5,0.0,0,False,True,False
0,1,11,0,229,3,5,3,1,4,3,4,4,4,2,4,5,5,4,0,0.0,0,False,True,False
0,1,31,0,1288,4,4,4,4,1,4,1,1,3,5,4,4,4,1,0,0.0,0,False,True,False
0,1,58,1,957,3,2,2,2,3,3,3,3,1,1,4,4,3,3,0,39.0,0,False,True,False
0,1,30,0,1464,1,5,1,1,1,1,1,1,5,2,4,4,5,1,6,0.0,0,False,True,False
1,1,38,1,332,3,3,3,3,2,5,1,4,4,4,4,4,4,2,4,22.0,1,True,False,False
1,1,45,1,2720,3,3,5,3,4,4,5,4,4,4,4,3,4,4,14,0.0,1,True,False,False
0,1,38,1,3828,5,5,5,5,4,1,5,4,4,4,4,3,4,4,20,35.0,1,True,False,False
0,1,27,0,326,3,5,3,4,2,3,2,2,5,1,3,3,5,2,1,0.0,0,False,True,False
0,1,41,1,3723,3,2,2,2,5,2,1,3,3,3,3,1,3,1,13,11.0,0,True,False,False
0,1,44,1,567,5,4,4,4,5,5,5,5,3,1,2,1,5,5,0,0.0,1,False,True,False
1,1,37,1,989,5,3,4,3,5,5,5,5,5,2,3,4,4,5,0,0.0,1,False,False,True
0,0,20,1,226,1,3,1,3,1,1,1,1,4,2,4,1,4,1,0,0.0,0,False,True,False
1,1,54,1,86,3,4,4,4,5,4,4,3,3,3,3,4,3,3,0,0.0,0,False,True,False
1,1,44,0,475,3,2,3,3,1,4,4,1,1,3,1,2,1,3,0,0.0,0,True,False,False
0,0,11,1,787,3,4,4,3,4,4,5,4,1,3,2,1,2,4,9,0.0,0,False,True,False
0,1,34,1,1080,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0.0,1,True,False,False
1,1,31,1,581,3,5,5,5,3,3,3,3,4,5,3,3,3,3,4,0.0,0,False,True,False
0,1,51,1,1798,1,1,1,1,5,5,4,5,5,5,5,3,5,4,9,2.0,1,True,False,False
1,1,61,0,160,3,5,3,3,2,4,5,5,5,3,4,5,5,5,0,5.0,0,False,True,False
1,0,23,1,187,5,0,5,5,1,5,1,1,4,1,4,4,4,1,9,0.0,1,False,True,False
0,1,52,1,451,1,4,4,4,2,3,3,1,1,1,1,3,1,4,0,0.0,0,True,False,False
1,1,39,1,391,4,5,5,5,4,4,4,4,5,1,2,4,4,4,0,0.0,1,False,True,False
1,1,38,1,1357,5,5,5,5,2,5,4,5,5,5,5,5,5,3,1,0.0,1,True,False,False
1,1,39,1,1634,3,1,1,1,2,3,4,3,3,2,3,2,3,3,0,0.0,0,True,False,False
1,1,48,0,1411,2,3,2,3,4,4,1,5,5,2,5,1,5,1,15,0.0,0,False,True,False
0,1,46,1,1738,1,1,1,1,4,5,4,5,5,5,5,3,5,5,18,15.0,1,True,False,False
0,1,54,1,352,2,2,2,2,1,3,1,5,5,5,5,4,5,2,0,0.0,1,True,False,False
0,1,72,1,569,5,5,5,5,3,4,5,5,5,5,5,4,5,4,41,34.0,1,True,False,False
0,1,42,1,125,4,5,5,5,5,4,5,5,5,1,3,3,4,5,16,22.0,1,False,False,True
1,1,53,1,187,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0.0,1,True,False,False
1,1,27,1,3904,1,1,1,1,5,5,5,5,5,5,4,3,5,5,59,44.0,1,True,False,False
0,1,31,1,612,1,1,1,1,3,4,3,3,5,2,4,2,4,3,15,6.0,1,True,False,False
1,1,17,1,357,2,1,2,1,2,2,2,2,2,3,3,1,2,2,91,86.0,0,True,False,False
0,1,14,0,308,4,5,4,4,2,4,1,2,4,3,5,4,5,2,0,0.0,0,False,True,False
1,1,38,1,991,1,1,2,1,3,1,2,5,5,5,5,5,5,1,0,0.0,1,True,False,False
0,1,31,1,2513,1,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0.0,1,True,False,False
0,1,52,0,2446,2,4,2,1,4,2,4,4,3,3,5,4,4,4,7,0.0,0,False,True,False
0,1,29,0,341,1,1,4,3,1,4,1,1,3,1,4,2,4,1,0,0.0,0,True,False,False
1,1,56,1,297,1,1,1,1,3,5,5,3,3,4,3,4,3,5,0,0.0,1,True,False,False
0,1,49,1,2985,2,2,2,2,1,1,5,5,5,5,5,2,5,3,0,0.0,1,True,False,False
1,1,61,0,240,1,1,1,4,3,3,4,3,3,1,3,4,3,3,0,0.0,0,False,True,False
1,1,31,1,2446,4,2,2,2,4,3,4,4,2,1,2,1,3,4,4,0.0,0,False,False,True
1,1,52,1,772,3,4,4,4,3,4,4,3,3,3,3,3,3,3,0,0.0,0,False,True,False
1,1,55,1,337,3,1,4,1,3,4,3,3,3,3,3,4,3,2,4,14.0,0,False,True,False
0,1,47,0,358,3,5,3,2,2,3,2,2,3,5,5,3,5,2,4,1.0,0,False,True,False
1,0,35,1,872,3,2,2,1,2,2,2,2,2,5,4,4,4,2,0,0.0,0,False,True,False
0,1,49,1,3784,4,4,4,4,4,4,4,4,5,3,4,4,3,4,19,0.0,1,True,False,False
1,1,26,0,447,3,5,3,1,1,3,1,1,4,3,5,5,5,1,0,0.0,0,False,True,False
1,1,53,0,1810,1,3,1,3,3,3,4,1,1,1,1,4,1,2,1,16.0,0,False,True,False
1,0,25,1,308,2,4,2,3,2,2,2,2,2,5,3,3,3,2,0,0.0,0,False,True,False
0,0,37,1,562,1,1,1,4,2,1,2,2,2,4,4,4,4,2,42,65.0,0,False,True,False
0,0,24,1,493,0,0,0,2,3,0,3,3,2,4,2,2,4,3,0,0.0,1,False,True,False
0,1,44,1,404,5,1,1,1,5,5,5,5,5,5,1,5,1,5,19,63.0,1,False,True,False
1,0,47,1,391,4,1,3,4,5,3,1,5,4,4,4,3,4,5,0,1.0,0,False,True,False
0,1,54,1,2565,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,0.0,1,True,False,False
0,1,27,0,2342,5,5,5,3,5,2,2,3,1,2,3,2,1,2,0,0.0,1,False,True,False
0,1,47,1,1644,5,5,5,5,4,5,5,4,4,5,4,4,4,4,0,0.0,1,True,False,False
1,1,10,0,728,2,3,3,3,4,3,2,4,2,4,3,1,3,4,6,14.0,0,False,True,False
0,1,51,1,3912,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0,0.0,1,True,False,False
1,0,23,1,183,3,4,3,3,4,3,4,4,1,3,2,4,4,4,0,0.0,0,False,True,False
1,0,16,1,240,5,0,5,2,2,5,2,2,2,1,4,5,5,2,0,0.0,1,False,True,False
1,1,50,0,728,1,4,2,2,4,4,5,1,1,2,1,3,1,1,0,0.0,0,False,True,False
1,1,57,1,507,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,0.0,1,True,False,False
1,1,32,1,468,1,1,1,1,4,4,4,4,5,5,5,5,4,4,0,0.0,1,True,False,False
0,1,46,0,216,3,1,3,3,2,3,5,2,2,4,2,1,2,2,0,2.0,0,False,True,False
0,1,13,1,954,3,3,3,3,4,4,4,4,4,2,4,3,4,4,0,0.0,1,True,False,False
0,1,56,1,3805,2,2,2,2,3,4,3,2,2,2,2,1,2,4,12,12.0,0,True,False,False
